text.started,text.stopped,polygon.started,polygon.stopped,polygon_2.started,polygon_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.86731449997751,None,34.82097870000871,None,34.82097870000871,None,,,,,,,
