text.started,text.stopped,polygon_3.started,polygon_3.stopped,polygon_4.started,polygon_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4.737001100031193,None,5.654320600035135,None,5.654320600035135,None,,,,,,,
