num,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,4.732605800032616,None,,001,2019_Dec_09_2122,ppp,3.2.4,61.10911827589488,
