text.started,text.stopped,polygon_3.started,polygon_3.stopped,polygon_4.started,polygon_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4.569611000013538,None,5.417156600044109,None,5.417156600044109,None,,,,,,,
