num,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,dots.started,dots.stopped,env_grating.started,env_grating.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,0,0,0,1,4.738590099965222,None,4.738590099965222,None,4.738590099965222,None,4.738590099965222,None,,001,2019_Dec_09_2118,ppp,3.2.4,59.916332830493715,
3,0,1,1,2,5.736543399980292,None,5.736543399980292,None,5.736543399980292,None,5.736543399980292,None,,001,2019_Dec_09_2118,ppp,3.2.4,59.916332830493715,
