text.started,text.stopped,polygon.started,polygon.stopped,polygon_2.started,polygon_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4.118674199969973,None,8.784358999982942,None,8.784358999982942,None,,,,,,,
