text.started,text.stopped,polygon.started,polygon.stopped,polygon_2.started,polygon_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.323041199997533,None,7.695887200010475,None,7.695887200010475,None,,,,,,,
