text.started,text.stopped,polygon.started,polygon.stopped,polygon_2.started,polygon_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.764488300017547,None,6.997594900021795,None,6.997594900021795,None,,,,,,,
