text.started,text.stopped,polygon_3.started,polygon_3.stopped,polygon_4.started,polygon_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4.592189400049392,None,5.537115500017535,None,5.537115500017535,None,,,,,,,
