text.started,text.stopped,polygon_3.started,polygon_3.stopped,polygon_4.started,polygon_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.912522799975704,None,6.6837337000179105,None,6.6837337000179105,None,,,,,,,
